ENTIDAD,Mes,Precipitacion,Ano
CARMEN DE LA FRONTERA,5,156.79,2017
HUARMACA,5,130.49,2017
LALAQUIZ,5,29.62,2017
SAN MIGUEL DEL FAIQUE,5,64.09,2017
SAPILLICA,5,40.89,2017
SONDOR,5,0.73,2017
SONDORILLO,5,4.79,2017
AYABACA,5,143.19,2017
FRIAS,5,70.8,2017
JILILÍ,5,79.9,2017
LAGUNAS,5,110.03,2017
PACAIPAMPA,5,48.44,2017
PAIMAS,5,10.66,2017
PAITA,6,43.5,2017
AMOTAPE,6,0.17,2017
COLÁN,6,1.87,2017
EL ARENAL,6,363.59,2017
CHULUCANAS,6,22.56,2017
BUENOS AIRES,6,197.39,2017
LA HUACA,6,409.44,2017
TAMARINDO,6,20.57,2017
VICHAYAL,6,86.2,2017
CHALACO,6,12.45,2017
MORROPÓN,6,108.29,2017
SALITRAL,6,223.94,2017
SAN JUAN DE BIGOTES,6,69.18,2017
SANTA CATALINA DE MOSSA,6,101.83,2017
LA MATANZA,6,119.66,2017
SANTO DOMINGO,6,116.05,2017
MONTERO,6,386.01,2017
HUANCABAMBA,6,62.63,2017
CANCHAQUE,6,45.61,2017
CARMEN DE LA FRONTERA,6,355.64,2017
HUARMACA,6,216.95,2017
LALAQUIZ,6,83.21,2017
SAN MIGUEL DEL FAIQUE,6,240.98,2017
SAPILLICA,6,62.54,2017
SONDOR,6,12.53,2017
SONDORILLO,6,12.46,2017
AYABACA,6,285.47,2017
FRIAS,6,61.74,2017
JILILÍ,6,98.52,2017
LAGUNAS,6,181.66,2017
PACAIPAMPA,6,229.85,2017
PAIMAS,6,30.68,2017
PAITA,7,169.26,2017
AMOTAPE,7,2.86,2017
COLÁN,7,12.07,2017
EL ARENAL,7,169.16,2017
CHULUCANAS,7,37.76,2017
BUENOS AIRES,7,287.35,2017
LA HUACA,7,254.31,2017
TAMARINDO,7,153.29,2017
VICHAYAL,7,101.7,2017
CHALACO,7,121.68,2017
MORROPÓN,7,173.74,2017
SALITRAL,7,162.64,2017
SAN JUAN DE BIGOTES,7,95.11,2017
SANTA CATALINA DE MOSSA,7,233.31,2017
LA MATANZA,7,174.53,2017
SANTO DOMINGO,7,159.39,2017
MONTERO,7,320.36,2017
HUANCABAMBA,7,279.08,2017
CANCHAQUE,7,30.99,2017
CARMEN DE LA FRONTERA,7,183.03,2017
HUARMACA,7,204.29,2017
LALAQUIZ,7,107.89,2017
SAN MIGUEL DEL FAIQUE,7,111.02,2017
SAPILLICA,7,118.06,2017
SONDOR,7,169.5,2017
SONDORILLO,7,182.86,2017
AYABACA,7,157.46,2017
FRIAS,7,79.03,2017
JILILÍ,7,146.59,2017
LAGUNAS,7,245.06,2017
PACAIPAMPA,7,141.65,2017
PAIMAS,7,134.14,2017
PAITA,8,143.83,2017
AMOTAPE,8,7.14,2017
COLÁN,8,68.32,2017
EL ARENAL,8,202.84,2017
CHULUCANAS,8,45.07,2017
BUENOS AIRES,8,560.26,2017
LA HUACA,8,249.21,2017
TAMARINDO,8,122.11,2017
VICHAYAL,8,101.32,2017
CHALACO,8,139.28,2017
MORROPÓN,8,131.35,2017
SALITRAL,8,230.38,2017
SAN JUAN DE BIGOTES,8,88.94,2017
SANTA CATALINA DE MOSSA,8,266.81,2017
LA MATANZA,8,209.51,2017
SANTO DOMINGO,8,228.36,2017
MONTERO,8,517.16,2017
HUANCABAMBA,8,346.45,2017
CANCHAQUE,8,40.59,2017
CARMEN DE LA FRONTERA,8,207.04,2017
HUARMACA,8,311.33,2017
LALAQUIZ,8,92.19,2017
SAN MIGUEL DEL FAIQUE,8,205.14,2017
SAPILLICA,8,96.27,2017
SONDOR,8,248.3,2017
SONDORILLO,8,93.85,2017
AYABACA,8,207.28,2017
FRIAS,8,68.26,2017
JILILÍ,8,167.42,2017
LAGUNAS,8,199.72,2017
PACAIPAMPA,8,160.27,2017
PAIMAS,8,113.54,2017
PAITA,9,159.54,2017
AMOTAPE,9,9.64,2017
COLÁN,9,58.95,2017
EL ARENAL,9,229.75,2017
CHULUCANAS,9,108.3,2017
BUENOS AIRES,9,527.99,2017
LA HUACA,9,401.71,2017
TAMARINDO,9,58.8,2017
VICHAYAL,9,86.83,2017
CHALACO,9,97.32,2017
MORROPÓN,9,143.69,2017
SALITRAL,9,369.44,2017
SAN JUAN DE BIGOTES,9,182.08,2017
SANTA CATALINA DE MOSSA,9,247.35,2017
LA MATANZA,9,186.27,2017
SANTO DOMINGO,9,190.94,2017
MONTERO,9,441.12,2017
HUANCABAMBA,9,392.69,2017
CANCHAQUE,9,172.07,2017
CARMEN DE LA FRONTERA,9,319.96,2017
HUARMACA,9,322.51,2017
LALAQUIZ,9,167.96,2017
SAN MIGUEL DEL FAIQUE,9,240.02,2017
SAPILLICA,9,144.98,2017
SONDOR,9,162.88,2017
SONDORILLO,9,39.35,2017
AYABACA,9,377.49,2017
FRIAS,9,129.17,2017
JILILÍ,9,123.56,2017
LAGUNAS,9,429.01,2017
PACAIPAMPA,9,228.09,2017
PAIMAS,9,111.32,2017
PAITA,10,21.79,2017
AMOTAPE,10,0.01,2017
COLÁN,10,0.62,2017
EL ARENAL,10,221.65,2017
CHULUCANAS,10,15.17,2017
BUENOS AIRES,10,142.66,2017
LA HUACA,10,228.83,2017
TAMARINDO,10,14.43,2017
VICHAYAL,10,31.44,2017
CHALACO,10,34.06,2017
MORROPÓN,10,14.56,2017
SALITRAL,10,71.74,2017
SAN JUAN DE BIGOTES,10,109.62,2017
SANTA CATALINA DE MOSSA,10,59.4,2017
LA MATANZA,10,52.98,2017
SANTO DOMINGO,10,50.21,2017
MONTERO,10,81.72,2017
HUANCABAMBA,10,102.44,2017
CANCHAQUE,10,64.87,2017
CARMEN DE LA FRONTERA,10,141.8,2017
HUARMACA,10,114.76,2017
LALAQUIZ,10,67.42,2017
SAN MIGUEL DEL FAIQUE,10,255.19,2017
SAPILLICA,10,85.77,2017
SONDOR,10,49.03,2017
SONDORILLO,10,4.3,2017
AYABACA,10,414.01,2017
FRIAS,10,113.86,2017
JILILÍ,10,30.3,2017
LAGUNAS,10,314.86,2017
PACAIPAMPA,10,154.79,2017
PAIMAS,10,16.28,2017
PAITA,11,0.12,2017
AMOTAPE,11,1.35,2017
COLÁN,11,0.17,2017
EL ARENAL,11,33.36,2017
CHULUCANAS,11,1.86,2017
BUENOS AIRES,11,0.14,2017
LA HUACA,11,37.87,2017
TAMARINDO,11,1.66,2017
VICHAYAL,11,0.55,2017
CHALACO,11,0.04,2017
MORROPÓN,11,0.28,2017
SALITRAL,11,6.67,2017
SAN JUAN DE BIGOTES,11,4.93,2017
SANTA CATALINA DE MOSSA,11,0.91,2017
LA MATANZA,11,3.31,2017
SANTO DOMINGO,11,0.44,2017
MONTERO,11,0.03,2017
HUANCABAMBA,11,0.25,2017
CANCHAQUE,11,7.79,2017
CARMEN DE LA FRONTERA,11,13.34,2017
HUARMACA,11,11.95,2017
LALAQUIZ,11,1.26,2017
SAN MIGUEL DEL FAIQUE,11,94.02,2017
SAPILLICA,11,1.42,2017
SONDOR,11,0.06,2017
SONDORILLO,11,2.48,2017
AYABACA,11,98.19,2017
FRIAS,11,12.24,2017
JILILÍ,11,2.36,2017
LAGUNAS,11,43.33,2017
PACAIPAMPA,11,37.91,2017
PAIMAS,11,0.27,2017
PAITA,12,27.6,2017
AMOTAPE,12,2.8,2017
COLÁN,12,3.7,2017
EL ARENAL,12,40.1,2017
CHULUCANAS,12,35.6,2017
BUENOS AIRES,12,7.3,2017
LA HUACA,12,18.4,2017
TAMARINDO,12,42.7,2017
VICHAYAL,12,0,2017
CHALACO,12,21.2,2017
MORROPÓN,12,0.4,2017
SALITRAL,12,0.4,2017
SAN JUAN DE BIGOTES,12,6.9,2017
SANTA CATALINA DE MOSSA,12,19.8,2017
LA MATANZA,12,0.1,2017
SANTO DOMINGO,12,0.3,2017
MONTERO,12,0,2017
HUANCABAMBA,12,30.6,2017
CANCHAQUE,12,34.2,2017
CARMEN DE LA FRONTERA,12,7,2017
HUARMACA,12,7.9,2017
LALAQUIZ,12,1.8,2017
SAN MIGUEL DEL FAIQUE,12,54.3,2017
SAPILLICA,12,9.1,2017
SONDOR,12,17.6,2017
SONDORILLO,12,36.7,2017
AYABACA,12,55.4,2017
FRIAS,12,14.2,2017
JILILÍ,12,0.2,2017
LAGUNAS,12,37.1,2017
PACAIPAMPA,12,38.7,2017
PAIMAS,12,27.2,2017
PAITA,1,35.45,2018
AMOTAPE,1,14.41,2018
COLÁN,1,0.55,2018
EL ARENAL,1,105.65,2018
CHULUCANAS,1,0.72,2018
BUENOS AIRES,1,5.21,2018
LA HUACA,1,99.63,2018
TAMARINDO,1,0.14,2018
VICHAYAL,1,7.92,2018
CHALACO,1,2.43,2018
MORROPÓN,1,3.46,2018
SALITRAL,1,1.74,2018
SAN JUAN DE BIGOTES,1,27.1,2018
SANTA CATALINA DE MOSSA,1,14.76,2018
LA MATANZA,1,11.53,2018
SANTO DOMINGO,1,15.36,2018
MONTERO,1,1.6,2018
HUANCABAMBA,1,3.5,2018
CANCHAQUE,1,16.52,2018
CARMEN DE LA FRONTERA,1,24.96,2018
HUARMACA,1,32.37,2018
LALAQUIZ,1,9.16,2018
SAN MIGUEL DEL FAIQUE,1,89.8,2018
SAPILLICA,1,19.48,2018
SONDOR,1,0.37,2018
SONDORILLO,1,1.56,2018
AYABACA,1,323.94,2018
FRIAS,1,27.34,2018
JILILÍ,1,5.59,2018
LAGUNAS,1,112.73,2018
PACAIPAMPA,1,55.22,2018
PAIMAS,1,24.28,2018
PAITA,2,28.57,2018
AMOTAPE,2,12.76,2018
COLÁN,2,9.09,2018
EL ARENAL,2,19.18,2018
CHULUCANAS,2,7.01,2018
BUENOS AIRES,2,2.62,2018
LA HUACA,2,20.02,2018
TAMARINDO,2,19.15,2018
VICHAYAL,2,7.69,2018
CHALACO,2,12.2,2018
MORROPÓN,2,13.84,2018
SALITRAL,2,2.03,2018
SAN JUAN DE BIGOTES,2,15.19,2018
SANTA CATALINA DE MOSSA,2,16.18,2018
LA MATANZA,2,17.47,2018
SANTO DOMINGO,2,16.18,2018
MONTERO,2,2.57,2018
HUANCABAMBA,2,4.1,2018
CANCHAQUE,2,18.03,2018
CARMEN DE LA FRONTERA,2,13.57,2018
HUARMACA,2,14.26,2018
LALAQUIZ,2,10.03,2018
SAN MIGUEL DEL FAIQUE,2,19.05,2018
SAPILLICA,2,20.77,2018
SONDOR,2,14.68,2018
SONDORILLO,2,34.28,2018
AYABACA,2,58.26,2018
FRIAS,2,12.41,2018
JILILÍ,2,10.31,2018
LAGUNAS,2,37.21,2018
PACAIPAMPA,2,5.82,2018
PAIMAS,2,22.83,2018
PAITA,3,0,2018
AMOTAPE,3,4.84,2018
COLÁN,3,0.02,2018
EL ARENAL,3,15.49,2018
CHULUCANAS,3,2.36,2018
BUENOS AIRES,3,0,2018
LA HUACA,3,30.14,2018
TAMARINDO,3,1.84,2018
VICHAYAL,3,12.16,2018
CHALACO,3,0.09,2018
MORROPÓN,3,0.77,2018
SALITRAL,3,1.37,2018
SAN JUAN DE BIGOTES,3,14.81,2018
SANTA CATALINA DE MOSSA,3,0.08,2018
LA MATANZA,3,6.78,2018
SANTO DOMINGO,3,0.4,2018
MONTERO,3,3.96,2018
HUANCABAMBA,3,0,2018
CANCHAQUE,3,3.64,2018
CARMEN DE LA FRONTERA,3,20.54,2018
HUARMACA,3,29.66,2018
LALAQUIZ,3,2.84,2018
SAN MIGUEL DEL FAIQUE,3,49.98,2018
SAPILLICA,3,7.27,2018
SONDOR,3,0.05,2018
SONDORILLO,3,0.89,2018
AYABACA,3,49.34,2018
FRIAS,3,12.22,2018
JILILÍ,3,5.73,2018
LAGUNAS,3,57.39,2018
PACAIPAMPA,3,15.08,2018
PAIMAS,3,0.24,2018
PAITA,4,10.64,2018
AMOTAPE,4,0.27,2018
COLÁN,4,0,2018
EL ARENAL,4,119.98,2018
CHULUCANAS,4,7.15,2018
BUENOS AIRES,4,0,2018
LA HUACA,4,101.73,2018
TAMARINDO,4,0.93,2018
VICHAYAL,4,44.5,2018
CHALACO,4,1.74,2018
MORROPÓN,4,12.64,2018
SALITRAL,4,13.32,2018
SAN JUAN DE BIGOTES,4,48.57,2018
SANTA CATALINA DE MOSSA,4,2.19,2018
LA MATANZA,4,41.73,2018
SANTO DOMINGO,4,6.62,2018
MONTERO,4,58.34,2018
HUANCABAMBA,4,0.21,2018
CANCHAQUE,4,53.76,2018
CARMEN DE LA FRONTERA,4,49.27,2018
HUARMACA,4,84.6,2018
LALAQUIZ,4,24.13,2018
SAN MIGUEL DEL FAIQUE,4,78,2018
SAPILLICA,4,41.62,2018
SONDOR,4,0.07,2018
SONDORILLO,4,0.12,2018
AYABACA,4,109.52,2018
FRIAS,4,78.98,2018
JILILÍ,4,65.79,2018
LAGUNAS,4,90.09,2018
PACAIPAMPA,4,57.14,2018
PAIMAS,4,6.88,2018
PAITA,5,44.7,2018
AMOTAPE,5,0.39,2018
COLÁN,5,0,2018
EL ARENAL,5,45.75,2018
CHULUCANAS,5,11.71,2018
BUENOS AIRES,5,18.99,2018
LA HUACA,5,165.16,2018
TAMARINDO,5,4.44,2018
VICHAYAL,5,59.1,2018
CHALACO,5,8.28,2018
MORROPÓN,5,52.08,2018
SALITRAL,5,60.84,2018
SAN JUAN DE BIGOTES,5,29.45,2018
SANTA CATALINA DE MOSSA,5,57.69,2018
LA MATANZA,5,89.52,2018
SANTO DOMINGO,5,80.12,2018
MONTERO,5,166.61,2018
HUANCABAMBA,5,7.19,2018
CANCHAQUE,5,47.91,2018
CARMEN DE LA FRONTERA,5,73.21,2018
HUARMACA,5,72.12,2018
LALAQUIZ,5,39.52,2018
SAN MIGUEL DEL FAIQUE,5,160.63,2018
SAPILLICA,5,47.42,2018
SONDOR,5,0.63,2018
SONDORILLO,5,0.33,2018
AYABACA,5,59.47,2018
FRIAS,5,62.62,2018
JILILÍ,5,45.65,2018
LAGUNAS,5,35.07,2018
PACAIPAMPA,5,118.84,2018
PAIMAS,5,27.41,2018
PAITA,6,226.18,2018
AMOTAPE,6,0.58,2018
COLÁN,6,15.27,2018
EL ARENAL,6,160.53,2018
CHULUCANAS,6,30.75,2018
BUENOS AIRES,6,317.31,2018
LA HUACA,6,237.81,2018
TAMARINDO,6,45.91,2018
VICHAYAL,6,127.42,2018
CHALACO,6,72.09,2018
MORROPÓN,6,268.62,2018
SALITRAL,6,280.34,2018
SAN JUAN DE BIGOTES,6,111.49,2018
SANTA CATALINA DE MOSSA,6,201.37,2018
LA MATANZA,6,241.15,2018
SANTO DOMINGO,6,246.75,2018
MONTERO,6,565.04,2018
HUANCABAMBA,6,171.84,2018
CANCHAQUE,6,82,2018
CARMEN DE LA FRONTERA,6,231.71,2018
HUARMACA,6,260.1,2018
LALAQUIZ,6,161.79,2018
SAN MIGUEL DEL FAIQUE,6,230.15,2018
SAPILLICA,6,131.59,2018
SONDOR,6,98.3,2018
SONDORILLO,6,43.13,2018
AYABACA,6,129.91,2018
FRIAS,6,124.68,2018
JILILÍ,6,149.37,2018
LAGUNAS,6,154.02,2018
PACAIPAMPA,6,169.95,2018
PAIMAS,6,126.44,2018
PAITA,7,77.72,2018
AMOTAPE,7,3.87,2018
COLÁN,7,6.94,2018
EL ARENAL,7,164.1,2018
CHULUCANAS,7,28.95,2018
BUENOS AIRES,7,140.47,2018
LA HUACA,7,117.81,2018
TAMARINDO,7,97.12,2018
VICHAYAL,7,85.89,2018
CHALACO,7,63.85,2018
MORROPÓN,7,70.33,2018
SALITRAL,7,93.73,2018
SAN JUAN DE BIGOTES,7,40.93,2018
SANTA CATALINA DE MOSSA,7,147.77,2018
LA MATANZA,7,112.57,2018
SANTO DOMINGO,7,118.78,2018
MONTERO,7,104.86,2018
HUANCABAMBA,7,219.41,2018
CANCHAQUE,7,37.75,2018
CARMEN DE LA FRONTERA,7,86.16,2018
HUARMACA,7,76.92,2018
LALAQUIZ,7,31.44,2018
SAN MIGUEL DEL FAIQUE,7,90.66,2018
SAPILLICA,7,25.08,2018
SONDOR,7,148.48,2018
SONDORILLO,7,120.05,2018
AYABACA,7,109.49,2018
FRIAS,7,26.19,2018
JILILÍ,7,52.09,2018
LAGUNAS,7,120.64,2018
PACAIPAMPA,7,97.27,2018
PAIMAS,7,55.63,2018
PAITA,8,97.29,2018
AMOTAPE,8,5.45,2018
COLÁN,8,19.64,2018
EL ARENAL,8,241.52,2018
CHULUCANAS,8,40.95,2018
BUENOS AIRES,8,298.89,2018
LA HUACA,8,256.98,2018
TAMARINDO,8,122.43,2018
VICHAYAL,8,198.18,2018
CHALACO,8,89.78,2018
MORROPÓN,8,146.26,2018
SALITRAL,8,256.59,2018
SAN JUAN DE BIGOTES,8,79.56,2018
SANTA CATALINA DE MOSSA,8,206.85,2018
LA MATANZA,8,223.87,2018
SANTO DOMINGO,8,214.97,2018
MONTERO,8,459.26,2018
HUANCABAMBA,8,367.79,2018
CANCHAQUE,8,21.3,2018
CARMEN DE LA FRONTERA,8,208.44,2018
HUARMACA,8,238.84,2018
LALAQUIZ,8,71.65,2018
SAN MIGUEL DEL FAIQUE,8,129.48,2018
SAPILLICA,8,67.02,2018
SONDOR,8,291.09,2018
SONDORILLO,8,147.83,2018
AYABACA,8,195.69,2018
FRIAS,8,29.43,2018
JILILÍ,8,124.62,2018
LAGUNAS,8,218.04,2018
PACAIPAMPA,8,159.18,2018
PAIMAS,8,82.59,2018
PAITA,9,123.09,2018
AMOTAPE,9,7.51,2018
COLÁN,9,76.62,2018
EL ARENAL,9,202.13,2018
CHULUCANAS,9,172.77,2018
BUENOS AIRES,9,336.97,2018
LA HUACA,9,301,2018
TAMARINDO,9,110.37,2018
VICHAYAL,9,120.68,2018
CHALACO,9,168.76,2018
MORROPÓN,9,165.17,2018
SALITRAL,9,197.05,2018
SAN JUAN DE BIGOTES,9,72.4,2018
SANTA CATALINA DE MOSSA,9,201.62,2018
LA MATANZA,9,172.22,2018
SANTO DOMINGO,9,161.9,2018
MONTERO,9,312.83,2018
HUANCABAMBA,9,379.36,2018
CANCHAQUE,9,226.88,2018
CARMEN DE LA FRONTERA,9,178.63,2018
HUARMACA,9,173.12,2018
LALAQUIZ,9,110.17,2018
SAN MIGUEL DEL FAIQUE,9,146.82,2018
SAPILLICA,9,164.07,2018
SONDOR,9,320.43,2018
SONDORILLO,9,108.96,2018
AYABACA,9,218.09,2018
FRIAS,9,203.45,2018
JILILÍ,9,88.39,2018
LAGUNAS,9,197.56,2018
PACAIPAMPA,9,137.31,2018
PAIMAS,9,179.38,2018
PAITA,10,83.31,2018
AMOTAPE,10,40.65,2018
COLÁN,10,21.51,2018
EL ARENAL,10,160.94,2018
CHULUCANAS,10,67.42,2018
BUENOS AIRES,10,292.27,2018
LA HUACA,10,224.88,2018
TAMARINDO,10,52.01,2018
VICHAYAL,10,86.8,2018
CHALACO,10,70.82,2018
MORROPÓN,10,65.53,2018
SALITRAL,10,188.68,2018
SAN JUAN DE BIGOTES,10,93.27,2018
SANTA CATALINA DE MOSSA,10,149.83,2018
LA MATANZA,10,112.58,2018
SANTO DOMINGO,10,147.36,2018
MONTERO,10,213.62,2018
HUANCABAMBA,10,168.59,2018
CANCHAQUE,10,46.61,2018
CARMEN DE LA FRONTERA,10,257.92,2018
HUARMACA,10,167.31,2018
LALAQUIZ,10,58.56,2018
SAN MIGUEL DEL FAIQUE,10,162.32,2018
SAPILLICA,10,74.63,2018
SONDOR,10,70.45,2018
SONDORILLO,10,81.84,2018
AYABACA,10,253.66,2018
FRIAS,10,75.33,2018
JILILÍ,10,64.18,2018
LAGUNAS,10,332.45,2018
PACAIPAMPA,10,86.98,2018
PAIMAS,10,60.05,2018
PAITA,11,40.51,2018
AMOTAPE,11,9.89,2018
COLÁN,11,0.54,2018
EL ARENAL,11,127.17,2018
CHULUCANAS,11,7.65,2018
BUENOS AIRES,11,198.33,2018
LA HUACA,11,118.38,2018
TAMARINDO,11,3.3,2018
VICHAYAL,11,31.06,2018
CHALACO,11,8.83,2018
MORROPÓN,11,50.39,2018
SALITRAL,11,58.86,2018
SAN JUAN DE BIGOTES,11,35.21,2018
SANTA CATALINA DE MOSSA,11,75.93,2018
LA MATANZA,11,64.45,2018
SANTO DOMINGO,11,100.86,2018
MONTERO,11,74.44,2018
HUANCABAMBA,11,30.48,2018
CANCHAQUE,11,14.23,2018
CARMEN DE LA FRONTERA,11,44.12,2018
HUARMACA,11,84.8,2018
LALAQUIZ,11,31.06,2018
SAN MIGUEL DEL FAIQUE,11,82.2,2018
SAPILLICA,11,30.88,2018
SONDOR,11,5.63,2018
SONDORILLO,11,1.01,2018
AYABACA,11,358.77,2018
FRIAS,11,18.41,2018
JILILÍ,11,46.92,2018
LAGUNAS,11,93.77,2018
PACAIPAMPA,11,67.42,2018
PAIMAS,11,23.76,2018
PAITA,12,1.2,2018
AMOTAPE,12,24.69,2018
COLÁN,12,13,2018
EL ARENAL,12,27.35,2018
CHULUCANAS,12,19.33,2018
BUENOS AIRES,12,0.62,2018
LA HUACA,12,31.73,2018
TAMARINDO,12,33.11,2018
VICHAYAL,12,4.78,2018
CHALACO,12,21.66,2018
MORROPÓN,12,1.2,2018
SALITRAL,12,4.49,2018
SAN JUAN DE BIGOTES,12,6.59,2018
SANTA CATALINA DE MOSSA,12,1.66,2018
LA MATANZA,12,4.83,2018
SANTO DOMINGO,12,4.8,2018
MONTERO,12,0.59,2018
HUANCABAMBA,12,3.91,2018
CANCHAQUE,12,16.56,2018
CARMEN DE LA FRONTERA,12,28.61,2018
HUARMACA,12,13.55,2018
LALAQUIZ,12,3.79,2018
SAN MIGUEL DEL FAIQUE,12,67,2018
SAPILLICA,12,5.53,2018
SONDOR,12,51.13,2018
SONDORILLO,12,25.89,2018
AYABACA,12,99.36,2018
FRIAS,12,6.94,2018
JILILÍ,12,3.31,2018
LAGUNAS,12,67.14,2018
PACAIPAMPA,12,28.48,2018
PAIMAS,12,4.96,2018
PAITA,1,11.29,2019
AMOTAPE,1,17.76,2019
COLÁN,1,11.14,2019
EL ARENAL,1,26.65,2019
CHULUCANAS,1,6.94,2019
BUENOS AIRES,1,5.68,2019
LA HUACA,1,39.76,2019
TAMARINDO,1,15.21,2019
VICHAYAL,1,5.25,2019
CHALACO,1,6.64,2019
MORROPÓN,1,3.32,2019
SALITRAL,1,1.04,2019
SAN JUAN DE BIGOTES,1,12.32,2019
SANTA CATALINA DE MOSSA,1,8.42,2019
LA MATANZA,1,4.14,2019
SANTO DOMINGO,1,8.1,2019
MONTERO,1,1.49,2019
HUANCABAMBA,1,1.42,2019
CANCHAQUE,1,22.47,2019
CARMEN DE LA FRONTERA,1,14.92,2019
HUARMACA,1,6.77,2019
LALAQUIZ,1,7.45,2019
SAN MIGUEL DEL FAIQUE,1,67,2019
SAPILLICA,1,14.18,2019
SONDOR,1,11.25,2019
SONDORILLO,1,23.83,2019
AYABACA,1,126.69,2019
FRIAS,1,25.23,2019
JILILÍ,1,1.25,2019
LAGUNAS,1,50.64,2019
PACAIPAMPA,1,48.41,2019
PAIMAS,1,8.88,2019
PAITA,2,0.03,2019
AMOTAPE,2,49.45,2019
COLÁN,2,3.12,2019
EL ARENAL,2,14.19,2019
CHULUCANAS,2,0.63,2019
BUENOS AIRES,2,0.05,2019
LA HUACA,2,28.47,2019
TAMARINDO,2,13.76,2019
VICHAYAL,2,5.67,2019
CHALACO,2,0.73,2019
MORROPÓN,2,0.75,2019
SALITRAL,2,0.37,2019
SAN JUAN DE BIGOTES,2,7.89,2019
SANTA CATALINA DE MOSSA,2,1.08,2019
LA MATANZA,2,5.81,2019
SANTO DOMINGO,2,0.99,2019
MONTERO,2,1.23,2019
HUANCABAMBA,2,0.52,2019
CANCHAQUE,2,2.83,2019
CARMEN DE LA FRONTERA,2,4.7,2019
HUARMACA,2,9.11,2019
LALAQUIZ,2,2.25,2019
SAN MIGUEL DEL FAIQUE,2,61.97,2019
SAPILLICA,2,3.38,2019
SONDOR,2,1.18,2019
SONDORILLO,2,36.15,2019
AYABACA,2,82.39,2019
FRIAS,2,7.49,2019
JILILÍ,2,5.24,2019
LAGUNAS,2,15.53,2019
PACAIPAMPA,2,42.68,2019
PAIMAS,2,0.39,2019
PAITA,3,0.41,2019
AMOTAPE,3,13.36,2019
COLÁN,3,6.08,2019
EL ARENAL,3,34.6,2019
CHULUCANAS,3,11.29,2019
BUENOS AIRES,3,0.05,2019
LA HUACA,3,34.59,2019
TAMARINDO,3,11.47,2019
VICHAYAL,3,7.24,2019
CHALACO,3,0.65,2019
MORROPÓN,3,0.91,2019
SALITRAL,3,0.71,2019
SAN JUAN DE BIGOTES,3,11.27,2019
SANTA CATALINA DE MOSSA,3,0.14,2019
LA MATANZA,3,6.68,2019
SANTO DOMINGO,3,0.71,2019
MONTERO,3,2.3,2019
HUANCABAMBA,3,0,2019
CANCHAQUE,3,38.22,2019
CARMEN DE LA FRONTERA,3,9.56,2019
HUARMACA,3,11.43,2019
LALAQUIZ,3,4.59,2019
SAN MIGUEL DEL FAIQUE,3,20.02,2019
SAPILLICA,3,13.65,2019
SONDOR,3,4.82,2019
SONDORILLO,3,35.1,2019
AYABACA,3,91.67,2019
FRIAS,3,36.23,2019
JILILÍ,3,4.7,2019
LAGUNAS,3,30.29,2019
PACAIPAMPA,3,19.03,2019
PAIMAS,3,6.25,2019
PAITA,4,0.04,2019
AMOTAPE,4,1.21,2019
COLÁN,4,0,2019
EL ARENAL,4,32.66,2019
CHULUCANAS,4,12.29,2019
BUENOS AIRES,4,0,2019
LA HUACA,4,13.96,2019
TAMARINDO,4,1,2019
VICHAYAL,4,4.3,2019
CHALACO,4,0.01,2019
MORROPÓN,4,0.3,2019
SALITRAL,4,0.42,2019
SAN JUAN DE BIGOTES,4,6.84,2019
SANTA CATALINA DE MOSSA,4,0.13,2019
LA MATANZA,4,7.31,2019
SANTO DOMINGO,4,1.44,2019
MONTERO,4,0.51,2019
HUANCABAMBA,4,0,2019
CANCHAQUE,4,13.92,2019
CARMEN DE LA FRONTERA,4,8.51,2019
HUARMACA,4,8.04,2019
LALAQUIZ,4,2.67,2019
SAN MIGUEL DEL FAIQUE,4,56.99,2019
SAPILLICA,4,2.16,2019
SONDOR,4,0,2019
SONDORILLO,4,0.82,2019
AYABACA,4,19.22,2019
FRIAS,4,10.08,2019
JILILÍ,4,6.31,2019
LAGUNAS,4,8,2019
PACAIPAMPA,4,21.47,2019
PAIMAS,4,0.25,2019
PAITA,5,2.52,2019
AMOTAPE,5,5.63,2019
COLÁN,5,0.57,2019
EL ARENAL,5,72.58,2019
CHULUCANAS,5,30.81,2019
BUENOS AIRES,5,3.45,2019
LA HUACA,5,200.35,2019
TAMARINDO,5,3.51,2019
VICHAYAL,5,21.57,2019
CHALACO,5,1.94,2019
MORROPÓN,5,8.71,2019
SALITRAL,5,44.42,2019
SAN JUAN DE BIGOTES,5,14.19,2019
SANTA CATALINA DE MOSSA,5,6.04,2019
LA MATANZA,5,33.31,2019
SANTO DOMINGO,5,19.41,2019
MONTERO,5,115.17,2019
HUANCABAMBA,5,0.19,2019
CANCHAQUE,5,54.64,2019
CARMEN DE LA FRONTERA,5,96.87,2019
HUARMACA,5,51.71,2019
LALAQUIZ,5,11.85,2019
SAN MIGUEL DEL FAIQUE,5,52.76,2019
SAPILLICA,5,29.28,2019
SONDOR,5,0.25,2019
SONDORILLO,5,4.49,2019
AYABACA,5,76.48,2019
FRIAS,5,50.72,2019
JILILÍ,5,25.45,2019
LAGUNAS,5,31.57,2019
PACAIPAMPA,5,68.74,2019
PAIMAS,5,6.73,2019
PAITA,6,45.71,2019
AMOTAPE,6,0,2019
COLÁN,6,0,2019
EL ARENAL,6,250.93,2019
